role,location,title,company,description,created
software engineer,Delhi,Software Engineer,Glaucus Logistics Private Limited,1. 0-2 years previous experience as a professional software developer 2. 0-2 years of Java with Hibernate and Spring Frameworks. 3.0-2 years MySQL database skills / query optimization 4. 0-1 years of experience in Jersey JAX-RS based REST Api 5. Strong concepts and experience of OOPS (Object Oriente,2019-10-23T08:20:57Z
software engineer,Delhi,Software Engineer,LimeTray,"REQUIREMENTS Minimum 2-year work experience in building, managing and maintaining Java backend applications B.Tech/BE in CS from Tier 1/2 Institutes Strong Understanding of Algorithms & Data structures Strong proficiency with Java, Spring/Spring-Boot Good experience in MySQL and No SQL technologies ",2019-06-05T21:12:12Z
software engineer,Delhi,Software Engineer,PhoneCurry.Com," First, Is this a good match? Love programming? Do you make it a point to keep your code nice and simple? Want to work on a product loved by millions of users, and rise up to the challenge? We have a role for you!  What PhoneCurry is about We are out there to create the simplest, most effective phon",2019-06-05T21:12:08Z
software engineer,Delhi,Associate Software Engineer,Avasant,"Background: Avasant is a Los Angeles, California headquartered leading management consulting firm providing Strategic Sourcing, IT and Business Transformation and Global Strategy services to the global Fortune 1000. Since 2006, Avasant has negotiated over $250B in deals and operates in over 50 count",2025-07-17T21:02:41Z
software engineer,Delhi,Senior Software Engineer,Shipsy,"JOB DESCRIPTION We are looking for a passionate Software Engineer to design, develop and scale software solutions. Software Engineer responsibilities include gathering user requirements, defining system functionality and writing code in various languages, like JavaScript, Python, Scala, Java. Our id",2019-06-05T21:12:02Z
software engineer,Delhi,Java Software Engineer,BlueOptima,Whom are we looking for? Our ground-breaking work requires talented software engineers to solve complex technical challenges.We are looking for world-class developers to join our growing company and be a part of our success story. We are looking for a talented hands-on software engineer with deep ex,2019-05-17T21:02:39Z
software engineer,Delhi,Senior Software Engineer,ikonsult Hr,"company into Travel Industry. opening for senior software engineer having knowledge for 2 to 4 years in React native Android/IOS Native Development 5 days working company based in Gurgaon Skills:- React Native, Android Development and iOS App Development",2020-09-16T01:28:07Z
software engineer,Delhi,Senior Software Engineer,InvokHR,"Position Senior Software Engineer Location Delhi NCR Opening Immediate Search Context Over 1.8 billion non-salaried informal sector workers globally, and roughly 700m Indians are not eligible for pension or other social protection benefits. Without an urgent and effective response to pension exclusi",2022-01-06T04:26:26Z
software engineer,Delhi,Senior Software Engineer,Jobaajcom,"Job Description: Senior Software Engineer - Data Team We are seeking a highly motivated Senior Software Engineer with hands-on experience and build scalable, extensible data solutions, identifying and addressing performance bottlenecks, collaborating with other team members, and implementing best pr",2022-05-05T05:56:23Z
software engineer,Delhi,Senior Software Engineer,,"Strong technical skills in .Net, C#, SQL Server 2008, 2010 (Reporting Service and Integration Service) Strong English reading and writing communication skills. With an ability to express and understand complex technical concepts. Strong analytical, problem- solving, and conceptual skills. Ability to",2024-05-10T07:39:03Z
software engineer,Delhi,Senior Software Engineer,Expertia AI,"Company Overview Expertia AI is a pioneer in leveraging Deep Tech to revolutionize the future of work, empowering both organizations and professionals. Our key offerings include the Virtual Recruiter, a tool that simplifies job postings and candidate screening, and the Expertia Career Site to manage",2025-07-03T20:36:06Z
software engineer,Delhi,Software Engineering Manager,Lynkit,"Who we are looking for : We are looking for a Software Engineering Manager with experience with back-end and/or front-end (MEAN or MERN Stack) teams. Role and Responsibilities: - Strong proficiency in Javascript - Experience on UI framework (Angular, React) and/or knowledge of Node.js and frameworks",2025-02-13T06:05:22Z
software engineer,Delhi,Sr. Software Engineer,Jobdost,"About the role: We are seeking a highly motivated Senior Software Engineer with expertise in building scalable, extensible applications, identifying and addressing performance bottlenecks, collaborate with other team members to innovate current/new products; Identify, communicate and implement best ",2023-10-02T13:22:31Z
software engineer,Delhi,Senior Software Engineer,DAVOS ENERGY LLC,"SENIOR FULL STACK C# / .NET CORE DEVELOPER WITH RELATIONAL DB EXPERTISE PLEASE READ THIS JOB DESCRIPTION CAREFULLY. THIS POSITION REQUIRES A STAR SOFTWARE ENGINEER WITH AMBITION AND A DIVERSE RANGE OF TALENTS. This is a SENIOR requiring a seasoned, driven developer with: (1) > 5 years coding experie",2022-03-22T05:11:14Z
software engineer,Delhi,Senior Software Engineer,Pasarpolis India,"Backend Engineer Join the Insurtech revolution with PasarPolis We're looking for exceptional talents to come help us leverage technology to disrupt the insurance industry. With the largest insurtech funding in the region and 3 Indonesian unicorns as part of our investors roster (Gojek, Tokopedia &am",2021-06-10T12:45:21Z
software engineer,Delhi,Senior Software Engineer,Amicon,"WHAT SKILLS SHOULD I HAVE ? For this role we expect you to have 3 years of experience in Backend development. You should have strong command of Python, REST and Flask/Django along with some experience in GIT is nice to have. If you have knowledge about client side languages like JS, ReactJS and expe",2020-09-26T01:54:31Z
software engineer,Delhi,Testing software engineer,transition hrd,"quality analyst with 4 plus years of experience in API testing tools.postman or SOAP UI . regression testing ,sql ,dql, dml queries . Skills:- Software Testing (QA), Black-box testing, White-box testing and integration",2022-07-14T06:28:08Z
